Player,K (hs),A (f),D,KAST,K-D Diff,ADR,FK Diff,Rating,Team,MapID,Starting side,Rounds,Team rating,Entries,Clutches,Map,Tournament,Date,Team1,Team2,ResultTeam1,ResultTeam2,T1pick,Bets,choices,MatchID
MiGHTYMAX,17 (14),6 (3),16,84.0%,1,81.4,6,1.32,Endpoint,117195,t,16 : 9 ( 10 : 5 ) ( 6 : 4 ),1.27 : 0.83,17 : 8,1 : 1,Inferno,ESL Pro League Season 13,26th of March 2021,Endpoint,fnatic,2,0,1,2.75 / 1.40,"1. Endpoint removed Train
2. fnatic removed Vertigo
3. Endpoint picked Inferno
4. fnatic picked Overpass
5. Endpoint removed Nuke
6. fnatic removed Dust2
7. Mirage was left over",2346952
robiin,16 (7),9 (4),15,84.0%,1,73.2,0,1.23,Endpoint,117195,t,16 : 9 ( 10 : 5 ) ( 6 : 4 ),1.27 : 0.83,17 : 8,1 : 1,Inferno,ESL Pro League Season 13,26th of March 2021,Endpoint,fnatic,2,0,1,2.75 / 1.40,"1. Endpoint removed Train
2. fnatic removed Vertigo
3. Endpoint picked Inferno
4. fnatic picked Overpass
5. Endpoint removed Nuke
6. fnatic removed Dust2
7. Mirage was left over",2346952
flameZ,20 (10),4 (2),15,76.0%,5,80.6,3,1.23,Endpoint,117195,t,16 : 9 ( 10 : 5 ) ( 6 : 4 ),1.27 : 0.83,17 : 8,1 : 1,Inferno,ESL Pro League Season 13,26th of March 2021,Endpoint,fnatic,2,0,1,2.75 / 1.40,"1. Endpoint removed Train
2. fnatic removed Vertigo
3. Endpoint picked Inferno
4. fnatic picked Overpass
5. Endpoint removed Nuke
6. fnatic removed Dust2
7. Mirage was left over",2346952
Surreal,12 (7),1 (0),14,76.0%,-2,50.2,-1,0.91,Endpoint,117195,t,16 : 9 ( 10 : 5 ) ( 6 : 4 ),1.27 : 0.83,17 : 8,1 : 1,Inferno,ESL Pro League Season 13,26th of March 2021,Endpoint,fnatic,2,0,1,2.75 / 1.40,"1. Endpoint removed Train
2. fnatic removed Vertigo
3. Endpoint picked Inferno
4. fnatic picked Overpass
5. Endpoint removed Nuke
6. fnatic removed Dust2
7. Mirage was left over",2346952
KRIMZ,17 (5),4 (0),17,68.0%,0,90.9,1,1.08,fnatic,117195,t,16 : 9 ( 10 : 5 ) ( 6 : 4 ),1.27 : 0.83,17 : 8,1 : 1,Inferno,ESL Pro League Season 13,26th of March 2021,Endpoint,fnatic,2,0,1,2.75 / 1.40,"1. Endpoint removed Train
2. fnatic removed Vertigo
3. Endpoint picked Inferno
4. fnatic picked Overpass
5. Endpoint removed Nuke
6. fnatic removed Dust2
7. Mirage was left over",2346952
Golden,18 (10),3 (0),19,68.0%,-1,70.4,-4,0.91,fnatic,117195,t,16 : 9 ( 10 : 5 ) ( 6 : 4 ),1.27 : 0.83,17 : 8,1 : 1,Inferno,ESL Pro League Season 13,26th of March 2021,Endpoint,fnatic,2,0,1,2.75 / 1.40,"1. Endpoint removed Train
2. fnatic removed Vertigo
3. Endpoint picked Inferno
4. fnatic picked Overpass
5. Endpoint removed Nuke
6. fnatic removed Dust2
7. Mirage was left over",2346952
JW,14 (2),2 (2),17,72.0%,-3,46.8,1,0.8,fnatic,117195,t,16 : 9 ( 10 : 5 ) ( 6 : 4 ),1.27 : 0.83,17 : 8,1 : 1,Inferno,ESL Pro League Season 13,26th of March 2021,Endpoint,fnatic,2,0,1,2.75 / 1.40,"1. Endpoint removed Train
2. fnatic removed Vertigo
3. Endpoint picked Inferno
4. fnatic picked Overpass
5. Endpoint removed Nuke
6. fnatic removed Dust2
7. Mirage was left over",2346952
Brollan,14 (6),5 (3),19,52.0%,-5,64.0,-3,0.78,fnatic,117195,t,16 : 9 ( 10 : 5 ) ( 6 : 4 ),1.27 : 0.83,17 : 8,1 : 1,Inferno,ESL Pro League Season 13,26th of March 2021,Endpoint,fnatic,2,0,1,2.75 / 1.40,"1. Endpoint removed Train
2. fnatic removed Vertigo
3. Endpoint picked Inferno
4. fnatic picked Overpass
5. Endpoint removed Nuke
6. fnatic removed Dust2
7. Mirage was left over",2346952
Jackinho,10 (5),4 (2),20,60.0%,-10,47.6,-4,0.57,fnatic,117195,t,16 : 9 ( 10 : 5 ) ( 6 : 4 ),1.27 : 0.83,17 : 8,1 : 1,Inferno,ESL Pro League Season 13,26th of March 2021,Endpoint,fnatic,2,0,1,2.75 / 1.40,"1. Endpoint removed Train
2. fnatic removed Vertigo
3. Endpoint picked Inferno
4. fnatic picked Overpass
5. Endpoint removed Nuke
6. fnatic removed Dust2
7. Mirage was left over",2346952
flameZ,25 (12),8 (1),21,70.4%,4,101.6,3,1.33,Endpoint,117201,ct,16 : 11 ( 9 : 6 ) ( 7 : 5 ),1.09 : 1.04,15 : 12,5 : 0,Overpass,ESL Pro League Season 13,26th of March 2021,Endpoint,fnatic,2,0,0,2.75 / 1.40,"1. Endpoint removed Train
2. fnatic removed Vertigo
3. Endpoint picked Inferno
4. fnatic picked Overpass
5. Endpoint removed Nuke
6. fnatic removed Dust2
7. Mirage was left over",2346952
Surreal,22 (6),4 (1),18,63.0%,4,76.5,0,1.22,Endpoint,117201,ct,16 : 11 ( 9 : 6 ) ( 7 : 5 ),1.09 : 1.04,15 : 12,5 : 0,Overpass,ESL Pro League Season 13,26th of March 2021,Endpoint,fnatic,2,0,0,2.75 / 1.40,"1. Endpoint removed Train
2. fnatic removed Vertigo
3. Endpoint picked Inferno
4. fnatic picked Overpass
5. Endpoint removed Nuke
6. fnatic removed Dust2
7. Mirage was left over",2346952
MiGHTYMAX,20 (7),6 (2),19,77.8%,1,70.9,-1,1.08,Endpoint,117201,ct,16 : 11 ( 9 : 6 ) ( 7 : 5 ),1.09 : 1.04,15 : 12,5 : 0,Overpass,ESL Pro League Season 13,26th of March 2021,Endpoint,fnatic,2,0,0,2.75 / 1.40,"1. Endpoint removed Train
2. fnatic removed Vertigo
3. Endpoint picked Inferno
4. fnatic picked Overpass
5. Endpoint removed Nuke
6. fnatic removed Dust2
7. Mirage was left over",2346952
robiin,18 (8),6 (0),19,74.1%,-1,75.7,-1,1.08,Endpoint,117201,ct,16 : 11 ( 9 : 6 ) ( 7 : 5 ),1.09 : 1.04,15 : 12,5 : 0,Overpass,ESL Pro League Season 13,26th of March 2021,Endpoint,fnatic,2,0,0,2.75 / 1.40,"1. Endpoint removed Train
2. fnatic removed Vertigo
3. Endpoint picked Inferno
4. fnatic picked Overpass
5. Endpoint removed Nuke
6. fnatic removed Dust2
7. Mirage was left over",2346952
CRUC1AL,10 (3),6 (0),18,44.4%,-8,55.2,2,0.74,Endpoint,117201,ct,16 : 11 ( 9 : 6 ) ( 7 : 5 ),1.09 : 1.04,15 : 12,5 : 0,Overpass,ESL Pro League Season 13,26th of March 2021,Endpoint,fnatic,2,0,0,2.75 / 1.40,"1. Endpoint removed Train
2. fnatic removed Vertigo
3. Endpoint picked Inferno
4. fnatic picked Overpass
5. Endpoint removed Nuke
6. fnatic removed Dust2
7. Mirage was left over",2346952
Jackinho,21 (5),5 (0),19,70.4%,2,88.0,1,1.26,fnatic,117201,ct,16 : 11 ( 9 : 6 ) ( 7 : 5 ),1.09 : 1.04,15 : 12,5 : 0,Overpass,ESL Pro League Season 13,26th of March 2021,Endpoint,fnatic,2,0,0,2.75 / 1.40,"1. Endpoint removed Train
2. fnatic removed Vertigo
3. Endpoint picked Inferno
4. fnatic picked Overpass
5. Endpoint removed Nuke
6. fnatic removed Dust2
7. Mirage was left over",2346952
Brollan,22 (13),6 (2),19,77.8%,3,78.6,2,1.17,fnatic,117201,ct,16 : 11 ( 9 : 6 ) ( 7 : 5 ),1.09 : 1.04,15 : 12,5 : 0,Overpass,ESL Pro League Season 13,26th of March 2021,Endpoint,fnatic,2,0,0,2.75 / 1.40,"1. Endpoint removed Train
2. fnatic removed Vertigo
3. Endpoint picked Inferno
4. fnatic picked Overpass
5. Endpoint removed Nuke
6. fnatic removed Dust2
7. Mirage was left over",2346952
Golden,21 (9),9 (5),22,70.4%,-1,93.9,-1,1.08,fnatic,117201,ct,16 : 11 ( 9 : 6 ) ( 7 : 5 ),1.09 : 1.04,15 : 12,5 : 0,Overpass,ESL Pro League Season 13,26th of March 2021,Endpoint,fnatic,2,0,0,2.75 / 1.40,"1. Endpoint removed Train
2. fnatic removed Vertigo
3. Endpoint picked Inferno
4. fnatic picked Overpass
5. Endpoint removed Nuke
6. fnatic removed Dust2
7. Mirage was left over",2346952
KRIMZ,19 (5),4 (1),19,63.0%,0,71.2,-3,0.95,fnatic,117201,ct,16 : 11 ( 9 : 6 ) ( 7 : 5 ),1.09 : 1.04,15 : 12,5 : 0,Overpass,ESL Pro League Season 13,26th of March 2021,Endpoint,fnatic,2,0,0,2.75 / 1.40,"1. Endpoint removed Train
2. fnatic removed Vertigo
3. Endpoint picked Inferno
4. fnatic picked Overpass
5. Endpoint removed Nuke
6. fnatic removed Dust2
7. Mirage was left over",2346952
JW,12 (3),7 (5),18,63.0%,-6,46.8,-2,0.74,fnatic,117201,ct,16 : 11 ( 9 : 6 ) ( 7 : 5 ),1.09 : 1.04,15 : 12,5 : 0,Overpass,ESL Pro League Season 13,26th of March 2021,Endpoint,fnatic,2,0,0,2.75 / 1.40,"1. Endpoint removed Train
2. fnatic removed Vertigo
3. Endpoint picked Inferno
4. fnatic picked Overpass
5. Endpoint removed Nuke
6. fnatic removed Dust2
7. Mirage was left over",2346952
dupreeh,25 (13),4 (1),20,71.4%,5,87.0,2,1.23,Astralis,117147,ct,12 : 16 ( 7 : 8 ) ( 5 : 8 ),0.98 : 1.08,13 : 15,1 : 1,Nuke,ESL Pro League Season 13,25th of March 2021,Astralis,Evil Geniuses,1,2,0,1.22 / 4.00,"1. Evil Geniuses removed Dust2
2. Astralis removed Mirage
3. Evil Geniuses picked Nuke
4. Astralis picked Vertigo
5. Evil Geniuses removed Train
6. Astralis removed Overpass
7. Inferno was left over",2346951
gla1ve,18 (10),9 (0),19,75.0%,-1,91.2,-2,1.15,Astralis,117147,ct,12 : 16 ( 7 : 8 ) ( 5 : 8 ),0.98 : 1.08,13 : 15,1 : 1,Nuke,ESL Pro League Season 13,25th of March 2021,Astralis,Evil Geniuses,1,2,0,1.22 / 4.00,"1. Evil Geniuses removed Dust2
2. Astralis removed Mirage
3. Evil Geniuses picked Nuke
4. Astralis picked Vertigo
5. Evil Geniuses removed Train
6. Astralis removed Overpass
7. Inferno was left over",2346951
device,16 (6),6 (2),18,71.4%,-2,58.8,3,0.91,Astralis,117147,ct,12 : 16 ( 7 : 8 ) ( 5 : 8 ),0.98 : 1.08,13 : 15,1 : 1,Nuke,ESL Pro League Season 13,25th of March 2021,Astralis,Evil Geniuses,1,2,0,1.22 / 4.00,"1. Evil Geniuses removed Dust2
2. Astralis removed Mirage
3. Evil Geniuses picked Nuke
4. Astralis picked Vertigo
5. Evil Geniuses removed Train
6. Astralis removed Overpass
7. Inferno was left over",2346951
Xyp9x,15 (8),4 (1),19,67.9%,-4,57.3,-3,0.83,Astralis,117147,ct,12 : 16 ( 7 : 8 ) ( 5 : 8 ),0.98 : 1.08,13 : 15,1 : 1,Nuke,ESL Pro League Season 13,25th of March 2021,Astralis,Evil Geniuses,1,2,0,1.22 / 4.00,"1. Evil Geniuses removed Dust2
2. Astralis removed Mirage
3. Evil Geniuses picked Nuke
4. Astralis picked Vertigo
5. Evil Geniuses removed Train
6. Astralis removed Overpass
7. Inferno was left over",2346951
Magisk,14 (7),2 (0),19,57.1%,-5,55.5,-2,0.81,Astralis,117147,ct,12 : 16 ( 7 : 8 ) ( 5 : 8 ),0.98 : 1.08,13 : 15,1 : 1,Nuke,ESL Pro League Season 13,25th of March 2021,Astralis,Evil Geniuses,1,2,0,1.22 / 4.00,"1. Evil Geniuses removed Dust2
2. Astralis removed Mirage
3. Evil Geniuses picked Nuke
4. Astralis picked Vertigo
5. Evil Geniuses removed Train
6. Astralis removed Overpass
7. Inferno was left over",2346951
Brehze,30 (16),2 (1),17,71.4%,13,105.7,7,1.57,Evil Geniuses,117147,ct,12 : 16 ( 7 : 8 ) ( 5 : 8 ),0.98 : 1.08,13 : 15,1 : 1,Nuke,ESL Pro League Season 13,25th of March 2021,Astralis,Evil Geniuses,1,2,0,1.22 / 4.00,"1. Evil Geniuses removed Dust2
2. Astralis removed Mirage
3. Evil Geniuses picked Nuke
4. Astralis picked Vertigo
5. Evil Geniuses removed Train
6. Astralis removed Overpass
7. Inferno was left over",2346951
CeRq,19 (5),5 (1),17,75.0%,2,79.5,0,1.11,Evil Geniuses,117147,ct,12 : 16 ( 7 : 8 ) ( 5 : 8 ),0.98 : 1.08,13 : 15,1 : 1,Nuke,ESL Pro League Season 13,25th of March 2021,Astralis,Evil Geniuses,1,2,0,1.22 / 4.00,"1. Evil Geniuses removed Dust2
2. Astralis removed Mirage
3. Evil Geniuses picked Nuke
4. Astralis picked Vertigo
5. Evil Geniuses removed Train
6. Astralis removed Overpass
7. Inferno was left over",2346951
tarik,19 (9),5 (1),19,75.0%,0,72.1,0,1.04,Evil Geniuses,117147,ct,12 : 16 ( 7 : 8 ) ( 5 : 8 ),0.98 : 1.08,13 : 15,1 : 1,Nuke,ESL Pro League Season 13,25th of March 2021,Astralis,Evil Geniuses,1,2,0,1.22 / 4.00,"1. Evil Geniuses removed Dust2
2. Astralis removed Mirage
3. Evil Geniuses picked Nuke
4. Astralis picked Vertigo
5. Evil Geniuses removed Train
6. Astralis removed Overpass
7. Inferno was left over",2346951
stanislaw,16 (5),1 (1),17,64.3%,-1,63.1,-2,0.94,Evil Geniuses,117147,ct,12 : 16 ( 7 : 8 ) ( 5 : 8 ),0.98 : 1.08,13 : 15,1 : 1,Nuke,ESL Pro League Season 13,25th of March 2021,Astralis,Evil Geniuses,1,2,0,1.22 / 4.00,"1. Evil Geniuses removed Dust2
2. Astralis removed Mirage
3. Evil Geniuses picked Nuke
4. Astralis picked Vertigo
5. Evil Geniuses removed Train
6. Astralis removed Overpass
7. Inferno was left over",2346951
oBo,11 (7),3 (0),18,75.0%,-7,44.7,-3,0.74,Evil Geniuses,117147,ct,12 : 16 ( 7 : 8 ) ( 5 : 8 ),0.98 : 1.08,13 : 15,1 : 1,Nuke,ESL Pro League Season 13,25th of March 2021,Astralis,Evil Geniuses,1,2,0,1.22 / 4.00,"1. Evil Geniuses removed Dust2
2. Astralis removed Mirage
3. Evil Geniuses picked Nuke
4. Astralis picked Vertigo
5. Evil Geniuses removed Train
6. Astralis removed Overpass
7. Inferno was left over",2346951
device,23 (9),5 (1),13,84.6%,10,96.0,2,1.51,Astralis,117155,t,16 : 10 ( 9 : 6 ) ( 7 : 4 ),1.24 : 0.85,16 : 10,2 : 1,Vertigo,ESL Pro League Season 13,25th of March 2021,Astralis,Evil Geniuses,1,2,1,1.22 / 4.00,"1. Evil Geniuses removed Dust2
2. Astralis removed Mirage
3. Evil Geniuses picked Nuke
4. Astralis picked Vertigo
5. Evil Geniuses removed Train
6. Astralis removed Overpass
7. Inferno was left over",2346951
dupreeh,23 (7),2 (2),15,69.2%,8,78.7,6,1.38,Astralis,117155,t,16 : 10 ( 9 : 6 ) ( 7 : 4 ),1.24 : 0.85,16 : 10,2 : 1,Vertigo,ESL Pro League Season 13,25th of March 2021,Astralis,Evil Geniuses,1,2,1,1.22 / 4.00,"1. Evil Geniuses removed Dust2
2. Astralis removed Mirage
3. Evil Geniuses picked Nuke
4. Astralis picked Vertigo
5. Evil Geniuses removed Train
6. Astralis removed Overpass
7. Inferno was left over",2346951
Magisk,20 (12),5 (0),16,84.6%,4,88.6,-1,1.29,Astralis,117155,t,16 : 10 ( 9 : 6 ) ( 7 : 4 ),1.24 : 0.85,16 : 10,2 : 1,Vertigo,ESL Pro League Season 13,25th of March 2021,Astralis,Evil Geniuses,1,2,1,1.22 / 4.00,"1. Evil Geniuses removed Dust2
2. Astralis removed Mirage
3. Evil Geniuses picked Nuke
4. Astralis picked Vertigo
5. Evil Geniuses removed Train
6. Astralis removed Overpass
7. Inferno was left over",2346951
Xyp9x,15 (7),10 (0),15,76.9%,0,80.0,-1,1.13,Astralis,117155,t,16 : 10 ( 9 : 6 ) ( 7 : 4 ),1.24 : 0.85,16 : 10,2 : 1,Vertigo,ESL Pro League Season 13,25th of March 2021,Astralis,Evil Geniuses,1,2,1,1.22 / 4.00,"1. Evil Geniuses removed Dust2
2. Astralis removed Mirage
3. Evil Geniuses picked Nuke
4. Astralis picked Vertigo
5. Evil Geniuses removed Train
6. Astralis removed Overpass
7. Inferno was left over",2346951
gla1ve,13 (5),3 (2),18,69.2%,-5,54.8,0,0.87,Astralis,117155,t,16 : 10 ( 9 : 6 ) ( 7 : 4 ),1.24 : 0.85,16 : 10,2 : 1,Vertigo,ESL Pro League Season 13,25th of March 2021,Astralis,Evil Geniuses,1,2,1,1.22 / 4.00,"1. Evil Geniuses removed Dust2
2. Astralis removed Mirage
3. Evil Geniuses picked Nuke
4. Astralis picked Vertigo
5. Evil Geniuses removed Train
6. Astralis removed Overpass
7. Inferno was left over",2346951
tarik,21 (7),3 (0),19,53.8%,2,85.2,-2,1.16,Evil Geniuses,117155,t,16 : 10 ( 9 : 6 ) ( 7 : 4 ),1.24 : 0.85,16 : 10,2 : 1,Vertigo,ESL Pro League Season 13,25th of March 2021,Astralis,Evil Geniuses,1,2,1,1.22 / 4.00,"1. Evil Geniuses removed Dust2
2. Astralis removed Mirage
3. Evil Geniuses picked Nuke
4. Astralis picked Vertigo
5. Evil Geniuses removed Train
6. Astralis removed Overpass
7. Inferno was left over",2346951
CeRq,19 (1),4 (1),19,69.2%,0,82.7,2,1.07,Evil Geniuses,117155,t,16 : 10 ( 9 : 6 ) ( 7 : 4 ),1.24 : 0.85,16 : 10,2 : 1,Vertigo,ESL Pro League Season 13,25th of March 2021,Astralis,Evil Geniuses,1,2,1,1.22 / 4.00,"1. Evil Geniuses removed Dust2
2. Astralis removed Mirage
3. Evil Geniuses picked Nuke
4. Astralis picked Vertigo
5. Evil Geniuses removed Train
6. Astralis removed Overpass
7. Inferno was left over",2346951
Brehze,15 (5),2 (1),18,61.5%,-3,58.6,-3,0.79,Evil Geniuses,117155,t,16 : 10 ( 9 : 6 ) ( 7 : 4 ),1.24 : 0.85,16 : 10,2 : 1,Vertigo,ESL Pro League Season 13,25th of March 2021,Astralis,Evil Geniuses,1,2,1,1.22 / 4.00,"1. Evil Geniuses removed Dust2
2. Astralis removed Mirage
3. Evil Geniuses picked Nuke
4. Astralis picked Vertigo
5. Evil Geniuses removed Train
6. Astralis removed Overpass
7. Inferno was left over",2346951
stanislaw,11 (6),4 (1),18,69.2%,-7,46.7,-1,0.7,Evil Geniuses,117155,t,16 : 10 ( 9 : 6 ) ( 7 : 4 ),1.24 : 0.85,16 : 10,2 : 1,Vertigo,ESL Pro League Season 13,25th of March 2021,Astralis,Evil Geniuses,1,2,1,1.22 / 4.00,"1. Evil Geniuses removed Dust2
2. Astralis removed Mirage
3. Evil Geniuses picked Nuke
4. Astralis picked Vertigo
5. Evil Geniuses removed Train
6. Astralis removed Overpass
7. Inferno was left over",2346951
oBo,11 (4),4 (0),21,50.0%,-10,52.3,-2,0.54,Evil Geniuses,117155,t,16 : 10 ( 9 : 6 ) ( 7 : 4 ),1.24 : 0.85,16 : 10,2 : 1,Vertigo,ESL Pro League Season 13,25th of March 2021,Astralis,Evil Geniuses,1,2,1,1.22 / 4.00,"1. Evil Geniuses removed Dust2
2. Astralis removed Mirage
3. Evil Geniuses picked Nuke
4. Astralis picked Vertigo
5. Evil Geniuses removed Train
6. Astralis removed Overpass
7. Inferno was left over",2346951
Magisk,15 (9),6 (1),16,69.6%,-1,88.3,0,1.04,Astralis,117164,ct,7 : 16 ( 3 : 12 ) ( 4 : 4 ),0.86 : 1.23,12 : 11,1 : 1,Inferno,ESL Pro League Season 13,25th of March 2021,Astralis,Evil Geniuses,1,2,NA,1.22 / 4.00,"1. Evil Geniuses removed Dust2
2. Astralis removed Mirage
3. Evil Geniuses picked Nuke
4. Astralis picked Vertigo
5. Evil Geniuses removed Train
6. Astralis removed Overpass
7. Inferno was left over",2346951
device,16 (7),1 (0),16,60.9%,0,60.8,3,1.01,Astralis,117164,ct,7 : 16 ( 3 : 12 ) ( 4 : 4 ),0.86 : 1.23,12 : 11,1 : 1,Inferno,ESL Pro League Season 13,25th of March 2021,Astralis,Evil Geniuses,1,2,NA,1.22 / 4.00,"1. Evil Geniuses removed Dust2
2. Astralis removed Mirage
3. Evil Geniuses picked Nuke
4. Astralis picked Vertigo
5. Evil Geniuses removed Train
6. Astralis removed Overpass
7. Inferno was left over",2346951
gla1ve,10 (4),5 (0),14,73.9%,-4,63.5,0,0.89,Astralis,117164,ct,7 : 16 ( 3 : 12 ) ( 4 : 4 ),0.86 : 1.23,12 : 11,1 : 1,Inferno,ESL Pro League Season 13,25th of March 2021,Astralis,Evil Geniuses,1,2,NA,1.22 / 4.00,"1. Evil Geniuses removed Dust2
2. Astralis removed Mirage
3. Evil Geniuses picked Nuke
4. Astralis picked Vertigo
5. Evil Geniuses removed Train
6. Astralis removed Overpass
7. Inferno was left over",2346951
Xyp9x,11 (4),8 (4),18,69.6%,-7,53.4,1,0.73,Astralis,117164,ct,7 : 16 ( 3 : 12 ) ( 4 : 4 ),0.86 : 1.23,12 : 11,1 : 1,Inferno,ESL Pro League Season 13,25th of March 2021,Astralis,Evil Geniuses,1,2,NA,1.22 / 4.00,"1. Evil Geniuses removed Dust2
2. Astralis removed Mirage
3. Evil Geniuses picked Nuke
4. Astralis picked Vertigo
5. Evil Geniuses removed Train
6. Astralis removed Overpass
7. Inferno was left over",2346951
dupreeh,9 (3),4 (1),16,73.9%,-7,43.6,-3,0.63,Astralis,117164,ct,7 : 16 ( 3 : 12 ) ( 4 : 4 ),0.86 : 1.23,12 : 11,1 : 1,Inferno,ESL Pro League Season 13,25th of March 2021,Astralis,Evil Geniuses,1,2,NA,1.22 / 4.00,"1. Evil Geniuses removed Dust2
2. Astralis removed Mirage
3. Evil Geniuses picked Nuke
4. Astralis picked Vertigo
5. Evil Geniuses removed Train
6. Astralis removed Overpass
7. Inferno was left over",2346951
CeRq,18 (6),2 (0),9,87.0%,9,77.4,0,1.51,Evil Geniuses,117164,ct,7 : 16 ( 3 : 12 ) ( 4 : 4 ),0.86 : 1.23,12 : 11,1 : 1,Inferno,ESL Pro League Season 13,25th of March 2021,Astralis,Evil Geniuses,1,2,NA,1.22 / 4.00,"1. Evil Geniuses removed Dust2
2. Astralis removed Mirage
3. Evil Geniuses picked Nuke
4. Astralis picked Vertigo
5. Evil Geniuses removed Train
6. Astralis removed Overpass
7. Inferno was left over",2346951
Brehze,20 (8),1 (0),13,65.2%,7,95.3,3,1.44,Evil Geniuses,117164,ct,7 : 16 ( 3 : 12 ) ( 4 : 4 ),0.86 : 1.23,12 : 11,1 : 1,Inferno,ESL Pro League Season 13,25th of March 2021,Astralis,Evil Geniuses,1,2,NA,1.22 / 4.00,"1. Evil Geniuses removed Dust2
2. Astralis removed Mirage
3. Evil Geniuses picked Nuke
4. Astralis picked Vertigo
5. Evil Geniuses removed Train
6. Astralis removed Overpass
7. Inferno was left over",2346951
oBo,22 (16),1 (0),14,73.9%,8,98.6,0,1.39,Evil Geniuses,117164,ct,7 : 16 ( 3 : 12 ) ( 4 : 4 ),0.86 : 1.23,12 : 11,1 : 1,Inferno,ESL Pro League Season 13,25th of March 2021,Astralis,Evil Geniuses,1,2,NA,1.22 / 4.00,"1. Evil Geniuses removed Dust2
2. Astralis removed Mirage
3. Evil Geniuses picked Nuke
4. Astralis picked Vertigo
5. Evil Geniuses removed Train
6. Astralis removed Overpass
7. Inferno was left over",2346951
stanislaw,13 (5),5 (5),14,73.9%,-1,60.3,-2,0.95,Evil Geniuses,117164,ct,7 : 16 ( 3 : 12 ) ( 4 : 4 ),0.86 : 1.23,12 : 11,1 : 1,Inferno,ESL Pro League Season 13,25th of March 2021,Astralis,Evil Geniuses,1,2,NA,1.22 / 4.00,"1. Evil Geniuses removed Dust2
2. Astralis removed Mirage
3. Evil Geniuses picked Nuke
4. Astralis picked Vertigo
5. Evil Geniuses removed Train
6. Astralis removed Overpass
7. Inferno was left over",2346951
tarik,7 (2),4 (0),12,78.3%,-5,42.2,-2,0.84,Evil Geniuses,117164,ct,7 : 16 ( 3 : 12 ) ( 4 : 4 ),0.86 : 1.23,12 : 11,1 : 1,Inferno,ESL Pro League Season 13,25th of March 2021,Astralis,Evil Geniuses,1,2,NA,1.22 / 4.00,"1. Evil Geniuses removed Dust2
2. Astralis removed Mirage
3. Evil Geniuses picked Nuke
4. Astralis picked Vertigo
5. Evil Geniuses removed Train
6. Astralis removed Overpass
7. Inferno was left over",2346951
NAF,24 (5),4 (0),16,77.8%,8,99.2,3,1.41,Liquid,117130,ct,16 : 11 ( 7 : 8 ) ( 9 : 3 ),1.19 : 0.97,15 : 12,3 : 1,Overpass,ESL Pro League Season 13,25th of March 2021,Liquid,fnatic,2,0,0,1.57 / 2.25,"1. fnatic removed Nuke
2. Liquid removed Train
3. fnatic picked Overpass
4. Liquid picked Vertigo
5. fnatic removed Mirage
6. Liquid removed Dust2
7. Inferno was left over",2346950
FalleN,23 (9),5 (2),16,81.5%,7,78.0,2,1.28,Liquid,117130,ct,16 : 11 ( 7 : 8 ) ( 9 : 3 ),1.19 : 0.97,15 : 12,3 : 1,Overpass,ESL Pro League Season 13,25th of March 2021,Liquid,fnatic,2,0,0,1.57 / 2.25,"1. fnatic removed Nuke
2. Liquid removed Train
3. fnatic picked Overpass
4. Liquid picked Vertigo
5. fnatic removed Mirage
6. Liquid removed Dust2
7. Inferno was left over",2346950
Grim,18 (7),6 (1),16,81.5%,2,73.8,-1,1.22,Liquid,117130,ct,16 : 11 ( 7 : 8 ) ( 9 : 3 ),1.19 : 0.97,15 : 12,3 : 1,Overpass,ESL Pro League Season 13,25th of March 2021,Liquid,fnatic,2,0,0,1.57 / 2.25,"1. fnatic removed Nuke
2. Liquid removed Train
3. fnatic picked Overpass
4. Liquid picked Vertigo
5. fnatic removed Mirage
6. Liquid removed Dust2
7. Inferno was left over",2346950
Stewie2K,17 (11),9 (5),19,85.2%,-2,73.3,-1,1.09,Liquid,117130,ct,16 : 11 ( 7 : 8 ) ( 9 : 3 ),1.19 : 0.97,15 : 12,3 : 1,Overpass,ESL Pro League Season 13,25th of March 2021,Liquid,fnatic,2,0,0,1.57 / 2.25,"1. fnatic removed Nuke
2. Liquid removed Train
3. fnatic picked Overpass
4. Liquid picked Vertigo
5. fnatic removed Mirage
6. Liquid removed Dust2
7. Inferno was left over",2346950
EliGE,16 (10),8 (1),21,63.0%,-5,74.0,0,0.95,Liquid,117130,ct,16 : 11 ( 7 : 8 ) ( 9 : 3 ),1.19 : 0.97,15 : 12,3 : 1,Overpass,ESL Pro League Season 13,25th of March 2021,Liquid,fnatic,2,0,0,1.57 / 2.25,"1. fnatic removed Nuke
2. Liquid removed Train
3. fnatic picked Overpass
4. Liquid picked Vertigo
5. fnatic removed Mirage
6. Liquid removed Dust2
7. Inferno was left over",2346950
KRIMZ,22 (14),8 (0),21,70.4%,1,102.5,0,1.2,fnatic,117130,ct,16 : 11 ( 7 : 8 ) ( 9 : 3 ),1.19 : 0.97,15 : 12,3 : 1,Overpass,ESL Pro League Season 13,25th of March 2021,Liquid,fnatic,2,0,0,1.57 / 2.25,"1. fnatic removed Nuke
2. Liquid removed Train
3. fnatic picked Overpass
4. Liquid picked Vertigo
5. fnatic removed Mirage
6. Liquid removed Dust2
7. Inferno was left over",2346950
